pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_11_rel,sub_12_rel,sub_13_rel,sub_14_rel,sub_15_rel,sub_16_rel,sub_17_rel,sub_18_rel,sub_19_rel,sub_20_rel,sub_21_rel,sub_22_rel,sub_23_rel,sub_24_rel,sub_1_sents,sub_2_sents,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents,sub_11_sents,sub_12_sents,sub_13_sents,sub_14_sents,sub_15_sents,sub_16_sents,sub_17_sents,sub_18_sents,sub_19_sents,sub_20_sents,sub_21_sents,sub_22_sents,sub_23_sents,sub_24_sents
6/14/2021,https://www.zacks.com/stock/news/1705058/server-vendors-gain-on-increased-it-infrastructure-investments,0.472764534,0.194742262,0.499843113,3,0.026342374,1.445755112,0.027431853,,,,,,,,,,,,,,,,,,,,,,0.026342374,1.445755112,0.027431853,,,,,,,,,,,,,,,,,,,,,
6/14/2021,https://www.benzinga.com/news/21/06/21548822/in-honor-of-ned-beatty-the-world-is-a-college-of-corporations,-0.025977803,-0.986226022,0.026340618,1,0.026340618,,,,,,,,,,,,,,,,,,,,,,,,0.026340618,,,,,,,,,,,,,,,,,,,,,,,
6/14/2021,https://www.fool.com/investing/2021/06/14/2-of-the-cheapest-stocks-i-own/,-0.026994042,-0.84050107,0.032897494,3,0.035565062,0.037118565,0.026008856,,,,,,,,,,,,,,,,,,,,,,0.035565062,0.037118565,0.026008856,,,,,,,,,,,,,,,,,,,,,
6/15/2021,https://www.fool.com/investing/2021/06/15/ibm-has-reached-a-52-week-high-is-it-a-buy/,-0.040157023,-0.329892417,0.062290455,3,0.032370608,0.1170705,0.037430258,,,,,,,,,,,,,,,,,,,,,,0.032370608,0.1170705,0.037430258,,,,,,,,,,,,,,,,,,,,,
6/15/2021,https://www.fool.com/investing/2021/06/15/3-great-stocks-for-your-ira/,-1.382728895,-0.61229831,2.258260186,1,2.258260186,,,,,,,,,,,,,,,,,,,,,,,,2.258260186,,,,,,,,,,,,,,,,,,,,,,,
6/15/2021,https://www.fool.com/investing/2021/06/15/why-ibm-wading-deeper-in-hybrid-cloud-computing/,-0.004204004,-0.019791335,0.078877285,4,0.120687935,0.135438518,0.028046671,0.031336016,,,,,,,,,,,,,,,,,,,,,0.120687935,0.135438518,0.028046671,0.031336016,,,,,,,,,,,,,,,,,,,,
6/15/2021,https://www.zacks.com/stock/news/1712145/ibms-red-hat-labs-to-develop-e-learning-solutions-with-curriki,0.055231289,0.174617509,0.092345567,3,0.134197434,0.115154228,0.027685038,,,,,,,,,,,,,,,,,,,,,,0.134197434,0.115154228,0.027685038,,,,,,,,,,,,,,,,,,,,,
6/17/2021,https://www.fool.com/investing/2021/06/17/amc-and-blackberry-stocks-are-trending-on-robinhoo/,-0.026292376,-0.999334514,0.026309885,1,0.026309885,,,,,,,,,,,,,,,,,,,,,,,,0.026309885,,,,,,,,,,,,,,,,,,,,,,,
6/17/2021,https://www.fool.com/investing/2021/06/17/are-upcoming-ipos-legalzoom-and-intapp-worth-a-loo/,-1.226028827,-0.791738451,1.548527581,1,1.548527581,,,,,,,,,,,,,,,,,,,,,,,,1.548527581,,,,,,,,,,,,,,,,,,,,,,,
6/18/2021,https://www.fool.com/investing/2021/06/18/better-buy-microsoft-vs-ibm/,0.08914141,0.992741326,0.08978034,3,0.113716808,0.11885394,0.036770273,,,,,,,,,,,,,,,,,,,,,,0.113716808,0.11885394,0.036770273,,,,,,,,,,,,,,,,,,,,,
6/18/2021,https://www.zacks.com/stock/news/1727875/ibm-focuses-on-ai-cloud-completes-turbonomic-acquisition,0.047938732,0.009993777,0.076704779,4,0.133731402,0.118934421,0.026451176,0.027702119,,,,,,,,,,,,,,,,,,,,,0.133731402,0.118934421,0.026451176,0.027702119,,,,,,,,,,,,,,,,,,,,
6/19/2021,https://www.fool.com/investing/2021/06/19/why-options-investors-should-avoid-meme-stocks/,-0.026423956,-0.993789375,0.026589091,1,0.026589091,,,,,,,,,,,,,,,,,,,,,,,,0.026589091,,,,,,,,,,,,,,,,,,,,,,,
6/21/2021,https://www.zacks.com/stock/news/1741885/caci-wins-82m-army-contract-to-support-electronic-warfare-mission,0.025080836,0.984428525,0.025477559,1,0.025477559,,,,,,,,,,,,,,,,,,,,,,,,0.025477559,,,,,,,,,,,,,,,,,,,,,,,
6/21/2021,https://www.zacks.com/research-daily/1742884/top-analyst-reports-for-att-walmart-cisco,1.364572581,0.990041971,1.378297709,1,1.378297709,,,,,,,,,,,,,,,,,,,,,,,,1.378297709,,,,,,,,,,,,,,,,,,,,,,,
6/22/2021,https://www.zacks.com/stock/news/1747163/the-zacks-analyst-blog-highlights-att-walmart-cisco-systems-ibm-and-micron-tech,0.104968771,0.186958532,0.200643981,3,0.376043636,0.109911939,0.115976368,,,,,,,,,,,,,,,,,,,,,,0.376043636,0.109911939,0.115976368,,,,,,,,,,,,,,,,,,,,,
6/22/2021,https://www.marketwatch.com/story/confluent-ipo-5-things-to-know-about-the-data-in-motion-platform-11624323117,-0.022975765,-0.897219002,0.025607756,1,0.025607756,,,,,,,,,,,,,,,,,,,,,,,,0.025607756,,,,,,,,,,,,,,,,,,,,,,,
6/24/2021,https://www.investing.com/analysis/searching-for-rich-safer-dividends--consider-3-highyield-dow-index-stocks-200587895,-0.1309294,-0.888191819,0.154272329,2,0.274837485,0.033707172,,,,,,,,,,,,,,,,,,,,,,,0.274837485,0.033707172,,,,,,,,,,,,,,,,,,,,,,
6/24/2021,https://www.fool.com/investing/2021/06/24/why-oracle-prosperity-may-come-at-expense-stock/,-0.030458838,-0.990958452,0.030736746,1,0.030736746,,,,,,,,,,,,,,,,,,,,,,,,0.030736746,,,,,,,,,,,,,,,,,,,,,,,
